student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
105439,23.1,84.6,8.7,100.0,A
105440,13.1,79.7,5.5,79.0,B
105441,5.5,84.3,4.0,45.3,D
105442,0.0,94.2,6.0,47.5,D
105443,24.8,91.5,6.5,100.0,A
105444,17.9,74.2,7.4,96.2,A
105445,16.1,81.2,5.2,98.4,A
105446,10.1,59.6,4.4,80.3,B
105447,12.3,75.0,8.0,78.9,B
105448,21.1,76.8,6.7,100.0,A
105449,7.1,91.7,1.6,83.9,B
105450,21.0,88.1,4.3,96.5,A
105451,19.5,96.9,9.3,92.4,A
105452,26.1,85.0,9.2,100.0,A
105453,18.8,91.8,10.0,75.4,B
105454,21.1,83.1,5.7,81.1,B
105455,5.1,81.3,6.2,74.5,B
105456,13.4,82.2,7.9,74.5,B
105457,14.3,89.2,6.6,64.2,C
105458,17.6,64.1,7.1,100.0,A
105459,15.8,68.1,6.2,82.7,B
105460,22.0,93.3,7.1,100.0,A
105461,16.0,100.0,4.0,85.8,A
105462,8.9,81.1,3.0,67.2,C
105463,7.9,80.5,3.1,70.7,B
105464,25.6,97.6,5.0,92.3,A
105465,17.0,82.0,6.8,70.7,B
105466,15.9,100.0,8.5,80.4,B
105467,16.8,85.3,8.3,85.6,A
105468,16.4,78.4,4.8,91.6,A
105469,12.9,76.9,3.9,69.1,C
105470,19.2,77.2,6.1,95.7,A
105471,22.1,100.0,8.4,100.0,A
105472,20.9,78.3,6.3,100.0,A
105473,14.7,70.9,7.7,90.8,A
105474,7.6,73.0,10.0,53.8,D
105475,6.0,84.9,5.4,71.6,B
105476,21.7,88.3,8.0,100.0,A
105477,11.6,86.1,7.1,98.5,A
105478,16.1,80.8,2.6,92.2,A
105479,8.9,87.3,5.7,69.3,C
105480,16.4,82.1,4.8,81.7,B
105481,22.8,90.5,6.6,100.0,A
105482,24.1,84.1,6.0,100.0,A
105483,5.3,100.0,1.2,55.1,C
105484,19.9,94.0,2.3,100.0,A
105485,8.8,85.8,7.5,78.8,B
105486,27.3,89.9,4.0,100.0,A
105487,28.6,90.5,4.1,100.0,A
105488,17.7,87.3,6.0,88.0,A
105489,15.7,73.2,5.0,91.2,A
105490,13.7,76.2,4.5,96.1,A
105491,25.4,88.1,6.3,100.0,A
105492,16.1,80.5,5.4,97.3,A
105493,17.1,100.0,4.3,95.6,A
105494,13.4,86.7,5.7,68.4,C
105495,15.3,58.8,4.0,100.0,A
105496,18.7,100.0,2.9,97.4,A
105497,18.0,93.3,4.8,95.3,A
105498,21.3,84.3,6.7,100.0,A
105499,16.7,78.7,10.0,84.8,B
105500,14.0,67.9,6.1,68.7,C
105501,17.3,87.6,4.2,96.8,A
105502,16.6,100.0,5.0,90.3,A
105503,10.0,80.5,4.9,76.1,B
105504,0.2,79.5,4.3,53.4,D
105505,8.2,69.3,5.3,71.7,B
105506,6.3,93.3,4.4,57.7,C
105507,21.2,85.5,4.3,100.0,A
105508,8.5,80.6,5.4,62.6,C
105509,25.0,76.0,5.6,100.0,A
105510,9.8,95.1,5.1,80.5,B
105511,19.2,87.4,2.4,87.1,A
105512,28.4,77.0,4.5,100.0,A
105513,19.2,75.5,4.6,100.0,A
105514,28.5,86.9,7.2,100.0,A
105515,8.4,88.7,4.4,81.7,B
105516,23.4,74.9,6.3,91.6,A
105517,10.1,81.7,8.1,67.1,C
105518,21.9,88.0,5.9,100.0,A
105519,14.6,82.2,7.7,100.0,A
105520,16.7,81.6,2.3,100.0,A
105521,14.8,76.2,4.5,60.2,C
105522,12.8,85.8,3.7,76.4,B
105523,15.9,87.4,7.9,97.7,A
105524,18.0,85.0,7.9,95.6,A
105525,4.5,85.8,9.9,55.6,C
105526,13.0,74.6,4.5,82.6,B
105527,19.6,100.0,7.1,95.1,A
105528,16.1,79.4,6.6,85.2,A
105529,21.8,85.3,10.0,100.0,A
105530,4.7,94.0,5.3,52.2,D
105531,17.2,88.5,9.0,84.8,B
105532,20.4,85.7,6.3,100.0,A
105533,13.0,98.6,5.6,73.6,B
105534,12.3,79.3,6.4,89.8,A
105535,24.4,80.7,4.3,100.0,A
105536,0.0,80.6,4.7,44.0,D
105537,11.5,73.5,7.3,70.5,B
105538,11.0,64.8,4.8,80.0,B
105539,19.3,97.8,4.3,100.0,A
105540,22.1,85.1,3.7,100.0,A
105541,22.5,100.0,5.6,100.0,A
105542,10.7,78.7,7.7,87.6,A
105543,16.8,76.3,6.0,78.2,B
105544,11.3,99.3,0.7,85.2,A
105545,22.3,91.2,4.7,100.0,A
105546,16.9,92.3,3.4,78.3,B
105547,14.5,72.8,5.4,92.3,A
105548,16.3,63.7,7.9,86.2,A
105549,21.5,69.2,4.6,100.0,A
105550,17.3,92.0,6.3,100.0,A
105551,12.9,69.7,4.3,81.0,B
105552,13.6,87.1,8.1,91.4,A
105553,20.1,72.6,5.3,94.8,A
105554,7.8,80.6,6.6,62.1,C
105555,21.7,100.0,4.6,86.0,A
105556,1.4,75.6,9.5,56.6,C
105557,15.5,80.2,4.3,76.8,B
105558,10.3,85.0,6.6,77.8,B
105559,35.0,84.9,4.9,100.0,A
105560,0.0,81.1,7.3,48.7,D
105561,12.7,96.8,9.5,73.1,B
105562,10.2,79.5,8.6,86.2,A
105563,20.9,81.0,7.5,100.0,A
105564,23.8,82.2,3.5,100.0,A
105565,14.3,88.4,5.7,74.2,B
105566,0.0,65.1,4.8,44.3,D
105567,28.4,100.0,3.8,100.0,A
105568,22.0,81.2,4.0,100.0,A
105569,27.7,73.9,5.2,100.0,A
105570,13.9,76.6,3.3,77.0,B
105571,17.4,89.3,4.8,100.0,A
105572,11.3,78.2,6.9,76.9,B
105573,0.0,83.4,9.5,60.5,C
105574,12.1,75.1,7.6,78.7,B
105575,8.7,79.0,7.9,69.9,C
105576,14.4,70.4,5.7,98.5,A
105577,3.9,99.2,8.2,68.2,C
105578,19.5,81.0,10.0,100.0,A
105579,17.4,66.0,2.2,84.5,B
105580,0.1,90.1,8.7,59.6,C
105581,0.0,67.5,9.6,44.1,D
105582,9.0,73.0,5.2,73.9,B
105583,20.7,89.1,5.8,100.0,A
105584,29.9,84.5,5.0,100.0,A
105585,7.8,92.2,4.8,60.2,C
105586,11.1,97.7,8.1,77.4,B
105587,6.1,73.4,5.7,80.0,B
105588,13.5,78.7,8.1,70.5,B
105589,13.6,65.5,6.3,91.4,A
105590,21.8,84.5,4.8,100.0,A
105591,4.7,83.3,7.8,56.4,C
105592,21.9,95.3,4.8,100.0,A
105593,20.3,82.9,5.6,100.0,A
105594,10.9,93.0,6.8,65.6,C
105595,9.6,74.3,8.3,69.1,C
105596,13.3,89.0,4.3,74.5,B
105597,9.7,100.0,7.3,83.2,B
105598,12.5,100.0,4.5,62.9,C
105599,2.2,93.5,3.8,58.2,C
105600,12.7,97.0,6.0,89.7,A
105601,12.1,89.2,4.6,81.5,B
105602,16.1,84.4,3.8,96.3,A
105603,23.9,96.2,6.7,93.1,A
105604,13.7,80.2,8.2,83.4,B
105605,8.1,83.2,6.4,68.0,C
105606,2.9,79.8,5.6,58.0,C
105607,18.9,68.6,7.3,78.6,B
105608,16.6,91.1,9.2,100.0,A
105609,14.3,88.5,5.3,77.2,B
105610,16.1,80.1,2.7,87.6,A
105611,20.9,61.4,10.0,94.2,A
105612,17.2,95.7,4.5,87.0,A
105613,17.2,83.4,4.9,85.6,A
105614,25.0,79.2,5.0,100.0,A
105615,15.4,88.3,7.6,95.6,A
105616,10.2,93.2,4.8,82.0,B
105617,24.1,93.4,7.0,100.0,A
105618,11.0,83.8,1.8,78.4,B
105619,6.5,79.7,9.6,59.6,C
105620,17.9,80.2,8.6,100.0,A
105621,19.5,79.2,5.0,97.8,A
105622,9.4,83.5,4.3,53.1,D
105623,20.9,94.3,5.8,100.0,A
105624,14.9,72.5,3.0,100.0,A
105625,11.7,86.1,0.0,79.5,B
105626,15.2,67.2,7.7,96.1,A
105627,10.7,87.5,3.9,81.6,B
105628,14.9,84.9,6.0,100.0,A
105629,26.7,92.3,6.0,100.0,A
105630,12.7,90.3,6.7,67.1,C
105631,12.4,72.8,5.5,62.7,C
105632,9.0,71.1,4.5,60.2,C
105633,11.9,78.1,0.7,92.6,A
105634,6.2,98.3,7.5,47.4,D
105635,11.8,90.6,5.6,94.8,A
105636,10.0,71.2,6.1,65.2,C
105637,13.3,77.2,6.2,80.5,B
105638,7.7,85.1,5.9,71.4,B
105639,32.3,82.5,3.3,100.0,A
105640,9.3,100.0,9.5,87.6,A
105641,12.2,93.8,9.3,80.4,B
105642,16.8,88.5,7.0,85.7,A
105643,17.8,78.4,9.3,100.0,A
105644,20.2,97.5,5.2,100.0,A
105645,13.2,93.5,6.9,75.4,B
105646,9.0,87.4,5.9,61.1,C
105647,25.4,78.2,5.0,100.0,A
105648,8.8,80.8,4.9,71.0,B
105649,13.5,87.4,8.1,100.0,A
105650,15.4,100.0,2.7,92.3,A
105651,19.3,82.1,9.0,92.4,A
105652,18.0,75.2,3.6,85.8,A
105653,10.9,81.2,8.7,79.4,B
105654,16.4,93.8,2.5,85.6,A
105655,4.1,84.2,6.8,74.6,B
105656,30.4,84.0,9.1,100.0,A
105657,9.4,100.0,4.2,51.6,D
105658,21.3,90.3,4.8,99.4,A
105659,8.2,71.4,8.7,50.8,D
105660,19.5,89.3,8.0,94.3,A
105661,7.9,86.2,7.4,69.8,C
105662,21.3,80.0,6.4,100.0,A
105663,28.3,83.3,5.9,100.0,A
105664,15.5,99.0,7.5,84.8,B
105665,19.0,89.5,8.6,100.0,A
105666,21.8,83.0,4.3,100.0,A
105667,11.0,100.0,5.1,75.6,B
105668,21.6,81.8,8.2,92.7,A
105669,11.8,76.8,4.2,72.9,B
105670,30.1,88.6,2.5,100.0,A
105671,6.5,94.2,2.1,76.2,B
105672,16.1,100.0,5.4,86.0,A
105673,7.8,81.1,7.9,83.8,B
105674,23.3,92.1,7.0,100.0,A
105675,32.4,77.5,9.3,100.0,A
105676,17.0,80.7,8.9,91.2,A
105677,28.5,62.4,7.4,100.0,A
105678,20.8,91.3,6.4,100.0,A
105679,26.7,89.2,4.4,100.0,A
105680,20.7,69.6,9.6,86.7,A
105681,27.3,91.1,4.0,100.0,A
105682,26.3,90.6,8.3,100.0,A
105683,11.6,87.9,4.9,76.7,B
105684,11.8,90.8,4.7,88.0,A
105685,13.6,93.2,1.7,71.4,B
105686,10.7,76.5,2.1,69.1,C
105687,18.9,81.0,5.4,97.4,A
105688,25.3,70.3,4.0,100.0,A
105689,18.7,76.1,5.4,99.7,A
105690,12.8,88.2,5.0,99.2,A
105691,16.7,89.2,7.8,89.2,A
105692,1.3,83.3,6.9,56.8,C
105693,7.1,69.8,5.3,70.0,C
105694,12.9,100.0,8.6,70.2,B
105695,18.6,78.1,8.7,95.1,A
105696,13.3,97.6,6.4,77.5,B
105697,16.4,68.6,6.1,100.0,A
105698,13.4,79.2,4.9,89.6,A
105699,12.2,75.7,4.0,67.1,C
105700,7.0,92.9,3.6,66.2,C
105701,18.1,82.7,6.6,100.0,A
105702,11.8,87.5,5.1,73.7,B
105703,16.0,69.0,9.7,87.9,A
105704,10.6,93.6,10.0,73.6,B
105705,19.1,96.0,6.4,98.5,A
105706,15.8,98.9,8.4,77.2,B
105707,16.9,89.2,6.1,72.0,B
105708,9.7,87.2,6.6,67.1,C
105709,9.3,73.1,8.3,80.3,B
105710,17.2,84.2,9.9,100.0,A
105711,5.0,68.5,7.9,62.9,C
105712,21.1,86.7,7.7,100.0,A
105713,14.2,79.4,9.7,65.4,C
105714,8.2,86.4,2.3,85.8,A
105715,4.5,79.6,6.0,49.0,D
105716,22.1,80.1,6.4,98.3,A
105717,0.0,100.0,6.2,53.2,D
105718,18.3,70.7,5.3,80.1,B
105719,16.0,100.0,6.7,100.0,A
105720,19.5,95.4,7.1,79.6,B
105721,7.4,82.3,4.7,58.7,C
105722,10.3,85.0,5.5,82.0,B
105723,17.3,89.8,6.0,96.3,A
105724,15.4,95.0,6.4,99.6,A
105725,21.1,85.1,5.5,96.1,A
105726,14.7,87.9,6.1,82.2,B
105727,24.8,96.0,8.9,100.0,A
105728,16.0,79.7,4.5,71.9,B
105729,26.4,93.0,9.0,100.0,A
105730,27.0,83.7,5.0,100.0,A
105731,27.3,100.0,3.0,100.0,A
105732,9.8,87.0,7.2,65.6,C
105733,23.5,93.4,3.8,100.0,A
105734,14.9,79.3,9.1,100.0,A
105735,14.9,100.0,7.7,78.5,B
105736,20.7,90.0,3.5,91.3,A
105737,12.5,100.0,5.1,74.8,B
105738,3.3,100.0,2.7,53.6,D
105739,15.2,82.0,6.2,91.3,A
105740,28.2,85.4,4.8,100.0,A
105741,12.6,75.3,5.6,88.5,A
105742,14.5,98.0,6.4,91.1,A
105743,17.8,98.9,4.2,100.0,A
105744,12.4,77.2,6.2,69.5,C
105745,13.6,84.1,6.8,66.5,C
105746,15.9,66.5,7.1,84.7,B
105747,12.1,92.9,4.2,76.2,B
105748,24.2,86.6,7.7,100.0,A
105749,29.8,82.9,6.2,100.0,A
105750,18.2,69.9,8.8,89.5,A
105751,11.6,74.8,4.3,85.9,A
105752,18.6,96.6,5.6,99.4,A
105753,7.0,89.4,6.7,72.6,B
105754,5.3,92.9,4.4,50.0,D
105755,14.4,93.0,8.1,72.2,B
105756,23.8,84.4,3.5,99.7,A
105757,24.9,96.6,6.2,100.0,A
105758,17.8,77.6,6.2,94.7,A
105759,19.9,85.4,6.1,100.0,A
105760,16.6,79.1,5.5,100.0,A
105761,14.3,87.0,6.8,69.8,C
105762,6.6,80.1,4.4,41.8,D
105763,23.3,76.8,7.6,100.0,A
105764,12.0,81.1,5.9,80.9,B
105765,20.8,94.4,4.0,100.0,A
105766,14.8,77.7,3.2,71.1,B
105767,8.3,87.6,3.4,78.8,B
105768,9.2,65.9,6.8,84.8,B
105769,11.0,86.8,8.6,81.5,B
105770,15.8,59.6,2.6,92.2,A
105771,23.3,75.9,7.1,100.0,A
105772,20.0,85.8,6.4,100.0,A
105773,9.4,77.0,4.6,79.8,B
105774,5.8,75.2,5.6,49.5,D
105775,19.7,76.5,5.8,88.9,A
105776,28.6,71.1,4.1,100.0,A
105777,21.7,88.9,6.3,74.6,B
105778,29.2,73.0,4.1,100.0,A
105779,11.5,100.0,4.3,64.8,C
105780,15.0,87.7,5.4,79.6,B
105781,24.3,93.1,7.2,97.6,A
105782,3.5,84.3,7.8,56.9,C
105783,17.7,74.9,5.3,100.0,A
105784,17.2,85.1,9.1,87.1,A
105785,24.8,68.0,7.7,100.0,A
105786,8.2,80.7,4.3,81.2,B
105787,13.4,73.6,5.7,76.8,B
105788,10.2,100.0,6.4,71.2,B
105789,14.2,88.4,6.0,82.7,B
105790,6.4,86.4,1.8,45.4,D
105791,18.7,77.5,5.1,87.9,A
105792,16.2,97.0,6.3,100.0,A
105793,13.1,92.2,4.9,80.3,B
105794,17.0,74.6,4.9,95.8,A
105795,18.1,85.8,3.7,100.0,A
105796,25.4,66.3,5.7,89.1,A
105797,14.3,85.7,8.9,78.0,B
105798,24.3,90.6,8.0,100.0,A
105799,9.3,87.5,5.3,66.9,C
105800,10.7,81.0,5.9,86.4,A
105801,26.2,90.8,5.3,100.0,A
105802,23.5,88.9,6.5,100.0,A
105803,3.1,77.1,3.0,53.9,D
105804,0.0,81.0,4.4,23.7,F
105805,25.6,82.8,4.7,100.0,A
105806,14.1,90.2,1.4,79.4,B
105807,10.6,80.1,5.0,71.2,B
105808,16.8,65.1,5.9,100.0,A
105809,10.9,84.0,6.9,74.4,B
105810,15.0,91.0,4.1,100.0,A
105811,13.0,81.4,5.2,72.9,B
105812,12.4,88.2,4.2,93.8,A
105813,1.5,81.4,2.9,50.0,D
105814,7.8,73.4,3.2,68.5,C
105815,22.8,85.8,1.4,100.0,A
105816,20.4,80.8,5.7,100.0,A
105817,16.5,99.2,6.6,99.7,A
105818,20.6,96.0,4.5,100.0,A
105819,15.5,97.0,4.0,91.3,A
105820,3.0,68.6,7.8,61.5,C
105821,7.2,100.0,2.8,72.9,B
105822,18.4,76.9,8.6,92.5,A
105823,2.8,72.0,9.0,53.0,D
105824,9.4,80.3,5.3,94.5,A
105825,10.0,76.4,5.3,81.6,B
105826,16.8,93.0,6.1,90.3,A
105827,13.6,83.9,7.5,68.4,C
105828,16.3,100.0,4.8,98.0,A
105829,18.3,99.7,4.0,93.1,A
105830,17.5,66.3,4.9,100.0,A
105831,21.0,83.4,7.4,100.0,A
105832,16.2,72.3,7.2,91.8,A
105833,8.1,100.0,6.4,57.6,C
105834,6.3,79.5,7.2,64.9,C
105835,17.8,92.3,5.4,89.5,A
105836,14.2,98.8,7.1,98.5,A
105837,14.9,99.4,7.5,100.0,A
105838,10.4,81.6,3.9,70.8,B
105839,14.5,80.5,4.6,82.9,B
105840,4.3,99.0,8.8,65.6,C
105841,5.2,77.5,4.6,49.9,D
105842,35.5,98.0,9.6,100.0,A
105843,0.0,83.3,8.7,51.7,D
105844,7.7,83.6,5.9,78.4,B
105845,6.8,92.6,7.5,90.4,A
105846,6.8,87.5,4.4,86.6,A
105847,11.7,100.0,6.1,72.1,B
105848,5.8,75.5,4.2,69.2,C
105849,19.9,82.6,5.7,90.4,A
105850,15.5,100.0,8.0,82.9,B
105851,18.1,100.0,1.2,100.0,A
105852,16.7,75.3,6.4,95.8,A
105853,10.1,81.6,8.5,98.3,A
105854,9.5,80.4,5.5,68.6,C
105855,24.2,80.8,7.2,100.0,A
105856,15.8,83.0,3.2,81.4,B
105857,15.8,68.7,9.9,100.0,A
105858,15.7,88.8,5.2,84.4,B
105859,15.6,90.4,5.6,74.5,B
105860,4.8,89.8,5.4,55.5,C
105861,17.6,75.5,5.4,84.1,B
105862,32.9,75.3,8.4,100.0,A
105863,15.5,86.4,6.3,77.7,B
105864,27.1,95.9,6.6,100.0,A
105865,16.0,70.8,4.7,77.3,B
105866,17.1,89.5,3.7,87.2,A
105867,17.3,82.4,6.4,85.7,A
105868,1.4,82.3,9.7,65.5,C
105869,4.4,92.7,6.2,42.1,D
105870,13.8,92.8,3.1,83.5,B
105871,27.1,86.9,2.1,100.0,A
105872,11.8,88.7,4.8,69.8,C
105873,18.6,79.9,7.7,96.8,A
105874,8.5,99.2,5.4,79.9,B
105875,21.6,95.5,4.2,87.8,A
105876,4.7,72.9,7.0,76.0,B
105877,22.6,74.7,5.7,96.6,A
105878,14.7,100.0,10.0,83.8,B
105879,13.7,84.2,5.3,98.5,A
105880,19.8,81.6,7.3,94.9,A
105881,24.4,85.1,6.8,93.9,A
105882,4.1,86.1,7.0,46.5,D
105883,19.8,100.0,8.3,100.0,A
105884,3.4,76.5,5.4,68.6,C
105885,10.3,79.6,9.6,86.4,A
105886,0.0,94.7,5.2,54.0,D
105887,13.1,90.6,6.0,58.6,C
105888,16.4,78.8,5.2,86.4,A
105889,21.7,54.3,4.9,100.0,A
105890,17.2,82.7,4.2,100.0,A
105891,15.4,69.2,7.6,90.6,A
105892,21.5,100.0,4.6,100.0,A
105893,24.4,85.1,6.8,100.0,A
105894,22.3,95.9,8.0,100.0,A
105895,29.6,96.4,6.0,100.0,A
105896,11.3,92.2,6.3,97.4,A
105897,24.0,100.0,7.3,100.0,A
105898,4.7,98.4,5.7,50.6,D
105899,6.3,78.5,6.4,56.5,C
105900,14.9,72.1,4.5,72.7,B
105901,11.6,98.7,6.3,95.1,A
105902,19.9,87.4,4.0,100.0,A
105903,18.2,85.9,7.1,100.0,A
105904,26.0,81.2,1.5,100.0,A
105905,18.8,92.6,5.0,95.4,A
105906,18.3,93.5,6.0,99.2,A
105907,7.0,89.3,5.3,64.3,C
105908,13.2,100.0,7.0,83.3,B
105909,21.5,87.7,6.5,99.0,A
105910,35.6,63.9,7.9,100.0,A
105911,9.1,83.0,5.2,81.9,B
105912,23.2,88.2,5.2,97.0,A
105913,15.1,81.5,7.3,90.0,A
105914,15.8,75.4,6.3,76.0,B
105915,9.3,75.3,3.8,74.7,B
105916,11.7,80.7,4.6,87.2,A
105917,14.4,79.1,4.7,74.0,B
105918,21.2,89.0,5.3,100.0,A
105919,25.6,88.8,8.9,100.0,A
105920,11.6,84.9,5.9,65.7,C
105921,11.1,75.3,8.8,56.8,C
105922,20.3,91.5,5.4,91.4,A
105923,13.3,95.8,4.4,89.2,A
105924,22.5,76.3,7.3,84.3,B
105925,19.5,98.0,4.7,88.4,A
105926,10.9,81.3,5.9,69.0,C
105927,21.5,89.2,3.7,96.3,A
105928,18.5,88.8,5.6,98.4,A
105929,13.4,78.2,4.7,87.9,A
105930,18.3,69.1,10.0,100.0,A
105931,8.1,83.4,3.9,74.0,B
105932,12.2,100.0,9.6,87.4,A
105933,20.5,72.3,4.0,93.2,A
105934,13.1,82.4,6.9,76.2,B
105935,18.2,79.6,3.0,84.9,B
105936,4.8,91.2,6.1,53.8,D
105937,14.6,90.4,7.4,84.5,B
105938,16.7,83.2,6.1,85.4,A
105939,10.6,85.3,5.2,80.2,B
105940,15.8,100.0,4.6,99.2,A
105941,16.6,94.4,8.4,100.0,A
105942,7.8,91.0,6.4,73.1,B
105943,0.0,86.5,4.8,36.8,F
105944,8.6,66.1,6.2,76.8,B
105945,0.3,70.6,5.4,50.6,D
105946,20.1,93.3,4.6,99.4,A
105947,22.9,91.4,4.3,97.1,A
105948,6.8,73.9,7.4,42.1,D
105949,7.6,93.0,5.4,74.1,B
105950,12.4,69.7,5.2,80.1,B
105951,10.3,61.7,6.0,78.2,B
105952,9.7,85.7,4.5,63.6,C
105953,2.9,72.1,4.8,60.7,C
105954,14.6,80.4,8.5,99.0,A
105955,8.6,100.0,6.8,62.9,C
105956,4.0,66.5,5.5,58.2,C
105957,11.6,80.7,6.5,90.2,A
105958,15.9,81.2,9.6,89.8,A
105959,13.4,89.2,2.9,67.0,C
105960,18.5,74.6,7.4,94.5,A
105961,28.6,90.2,6.8,100.0,A
105962,14.6,69.8,4.2,81.2,B
105963,24.8,76.0,8.1,100.0,A
105964,5.1,91.5,6.4,65.0,C
105965,0.0,89.9,1.5,56.7,C
105966,9.1,100.0,7.4,98.3,A
105967,12.1,64.5,1.2,75.3,B
105968,6.6,95.0,7.2,65.7,C
105969,19.3,64.1,6.4,100.0,A
105970,10.7,89.1,5.4,95.0,A
105971,13.8,80.1,2.6,88.3,A
105972,14.7,73.3,7.0,78.5,B
105973,23.5,94.4,7.8,100.0,A
105974,10.7,90.9,4.8,95.5,A
105975,11.5,88.6,9.2,69.5,C
105976,23.6,68.0,7.4,99.4,A
105977,25.3,59.8,5.1,100.0,A
105978,25.3,86.0,5.0,100.0,A
105979,24.9,70.3,4.2,100.0,A
105980,0.0,90.8,2.7,50.2,D
105981,8.1,69.8,7.3,71.0,B
105982,29.4,65.9,3.1,97.3,A
105983,19.0,70.7,6.2,92.4,A
105984,27.3,83.7,6.7,100.0,A
105985,21.3,96.3,5.9,100.0,A
105986,18.7,100.0,10.0,98.2,A
105987,18.9,83.8,7.0,95.8,A
105988,13.9,79.5,6.6,94.1,A
105989,15.3,76.5,6.9,80.3,B
105990,7.1,95.0,7.5,74.0,B
105991,11.1,76.7,8.6,88.9,A
105992,11.9,82.8,6.1,92.0,A
105993,17.6,63.3,6.7,74.4,B
105994,20.1,70.8,5.8,100.0,A
105995,21.6,77.8,3.8,100.0,A
105996,28.3,100.0,6.7,100.0,A
105997,21.6,100.0,6.0,100.0,A
105998,20.5,91.2,5.9,100.0,A
105999,5.7,83.0,5.6,46.8,D
106000,3.7,79.6,8.0,62.5,C
106001,17.5,89.7,7.8,92.8,A
106002,12.9,94.9,2.8,88.1,A
106003,16.0,90.1,3.3,93.2,A
106004,7.3,90.6,7.5,49.6,D
106005,15.1,100.0,7.6,77.8,B
106006,11.5,91.0,5.4,69.0,C
106007,18.2,91.4,5.0,98.3,A
106008,19.2,100.0,4.7,100.0,A
106009,17.2,77.9,8.8,86.9,A
106010,7.1,79.5,5.0,59.9,C
106011,14.0,95.0,5.4,95.0,A
106012,26.8,81.7,3.2,100.0,A
106013,11.4,78.3,5.3,77.5,B
106014,10.3,85.4,6.9,76.7,B
106015,20.4,86.6,9.0,96.9,A
106016,11.1,91.7,7.2,79.6,B
106017,8.7,81.2,8.4,70.0,B
106018,10.2,100.0,3.4,61.2,C
106019,21.8,85.5,6.5,88.9,A
106020,13.7,92.8,8.9,85.3,A
106021,20.7,71.7,4.9,92.1,A
106022,23.3,84.3,10.0,100.0,A
106023,12.0,92.3,0.0,84.6,B
106024,13.9,78.1,5.6,83.5,B
106025,13.4,86.2,3.8,85.4,A
106026,9.4,76.9,7.8,78.0,B
106027,22.0,73.3,4.9,82.1,B
106028,12.0,77.9,5.5,74.4,B
106029,7.7,97.7,2.5,65.3,C
106030,27.0,82.1,4.1,100.0,A
106031,13.4,88.2,3.3,100.0,A
106032,14.6,93.1,4.3,66.8,C
106033,11.0,79.4,3.2,72.8,B
106034,7.0,70.7,6.8,52.8,D
106035,4.5,95.8,6.5,84.7,B
106036,21.1,84.6,5.4,96.2,A
106037,11.0,77.5,7.0,80.9,B
106038,0.2,83.2,7.4,58.8,C
106039,9.3,82.3,7.8,78.8,B
106040,13.0,88.1,2.6,81.3,B
106041,9.8,91.3,5.4,80.2,B
106042,18.5,98.4,7.5,77.3,B
106043,12.0,80.5,5.1,76.2,B
106044,21.0,80.7,8.8,83.9,B
106045,21.1,70.9,6.1,100.0,A
106046,8.0,92.9,6.7,73.0,B
106047,9.9,86.2,7.5,93.8,A
106048,22.4,82.0,3.5,100.0,A
106049,17.0,100.0,4.5,91.2,A
106050,19.9,82.5,4.3,100.0,A
106051,19.9,92.7,3.7,82.6,B
106052,10.2,96.1,6.1,58.2,C
106053,32.5,73.9,6.1,100.0,A
106054,21.9,99.7,7.5,100.0,A
106055,12.0,89.5,6.1,68.2,C
106056,22.2,94.2,4.0,100.0,A
106057,14.2,72.1,5.2,64.9,C
106058,15.8,82.0,7.2,84.0,B
106059,10.7,92.3,5.5,72.8,B
106060,8.8,96.2,8.6,78.3,B
106061,20.4,76.1,8.0,93.4,A
106062,10.1,89.0,7.0,67.9,C
106063,9.6,95.5,7.0,78.1,B
106064,12.8,85.7,6.2,70.9,B
106065,7.5,89.7,4.7,73.3,B
106066,15.4,95.3,5.4,100.0,A
106067,11.4,75.8,6.6,81.7,B
106068,22.0,91.7,7.8,93.4,A
106069,22.2,97.6,4.7,88.5,A
106070,14.9,79.0,8.6,88.2,A
106071,9.2,88.9,7.2,71.7,B
106072,13.6,64.0,3.8,90.8,A
106073,12.4,80.6,5.2,73.3,B
106074,26.1,59.5,7.4,100.0,A
106075,12.7,84.2,5.0,88.1,A
106076,16.6,80.1,4.2,95.9,A
106077,19.5,88.4,9.3,100.0,A
106078,25.2,99.7,10.0,100.0,A
106079,12.5,90.6,3.2,60.9,C
106080,4.7,86.4,6.7,66.6,C
106081,15.9,70.5,6.6,93.3,A
106082,22.9,94.5,5.0,100.0,A
106083,17.7,83.7,2.5,86.7,A
106084,11.2,100.0,3.4,100.0,A
106085,12.6,83.0,5.5,88.4,A
106086,9.0,68.4,7.4,70.1,B
106087,13.4,95.1,7.1,100.0,A
106088,8.9,87.1,8.7,76.8,B
106089,17.7,86.5,4.7,79.3,B
106090,18.5,79.9,1.5,89.4,A
106091,15.6,77.0,6.0,92.8,A
106092,21.1,81.9,8.9,100.0,A
106093,23.6,73.3,4.5,100.0,A
106094,25.1,83.6,5.6,100.0,A
106095,15.9,76.5,4.4,68.1,C
106096,11.2,88.8,7.4,80.4,B
106097,0.0,77.3,5.0,60.0,C
106098,11.8,89.5,5.2,95.1,A
106099,6.1,79.5,5.1,72.8,B
106100,15.2,83.3,6.1,85.6,A
106101,20.7,66.6,3.4,100.0,A
106102,20.2,95.1,4.0,100.0,A
106103,20.8,81.7,6.7,96.7,A
